Indonesia,5,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5",,,,,,,"Jordan,36.55,JOR"
Iran,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0",,,,,,,"Kazakhstan,225.60,KAZ"
Iraq,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0",,,,,,,"Kenya,62.72,KEN"
Ireland,39,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39",,,,,,,"Kiribati,0.16,KIR"
Isle of Man,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0",,,,,,,"""Korea, North"",28.00,PRK"
Israel,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0",,,,,,,"""Korea, South"",1410.00,KOR"
Italy,4,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4",,,,,,,"Kosovo,5.99,KSV"
Jamaica,70,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70",,,,,,,"Kuwait,179.30,KWT"
Japan,1,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1",,,,,,,"Kyrgyzstan,7.65,KGZ"
Jersey,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0",,,,,,,"Laos,11.71,LAO"
Jordan,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0",,,,,,,"Latvia,32.82,LVA"
Kazakhstan,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0",,,,,,,"Lebanon,47.50,LBN"
Kenya,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0",,,,,,,"Lesotho,2.46,LSO"
Kiribati,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0",,,,,,,"Liberia,2.07,LBR"
Kosovo,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0",,,,,,,"Libya,49.34,LBY"
Kuwait,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0",,,,,,,"Liechtenstein,5.11,LIE"
Kyrgyzstan,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0",,,,,,,"Lithuania,48.72,LTU"
Laos,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0",,,,,,,"Luxembourg,63.93,LUX"
Latvia,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0",,,,,,,"Macau,51.68,MAC"
Lebanon,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Macedonia,10.92,MKD"
Lesotho,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Madagascar,11.19,MDG"
Liberia,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Malawi,4.41,MWI"
Libya,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Malaysia,336.90,MYS"
Liechtenstein,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Maldives,2.41,MDV"
Lithuania,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Mali,12.04,MLI"
Luxembourg,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Malta,10.57,MLT"
Macau,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Marshall Islands,0.18,MHL"
Macedonia (FYROM),0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Mauritania,4.29,MRT"
Madagascar,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Mauritius,12.72,MUS"
Malawi,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,,"Mexico,1296.00,MEX"
Malaysia,19,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19",,,,,,,"""Micronesia, Federated States of"",0.34,FSM"
Maldives,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0",,,,,,,"Moldova,7.74,MDA"
Mali,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0",,,,,,,"Monaco,6.06,MCO"
Malta,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0",,,,,,,"Mongolia,11.73,MNG"
Marshall Islands,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0",,,,,,,"Montenegro,4.66,MNE"
Martinique,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0",,,,,,,"Morocco,112.60,MAR"
Mauritania,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0",,,,,,,"Mozambique,16.59,MOZ"
Mauritius,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0",,,,,,,"Namibia,13.11,NAM"
Mayotte,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0",,,,,,,"Nepal,19.64,NPL"
Mexico,11,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11",,,,,,,"Netherlands,880.40,NLD"
Micronesia,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0",,,,,,,"New Caledonia,11.10,NCL"
Moldova,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0",,,,,,,"New Zealand,201.00,NZL"
Monaco,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0",,,,,,,"Nicaragua,11.85,NIC"
Mongolia,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0",,,,,,,"Nigeria,594.30,NGA"
Montenegro,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0",,,,,,,"Niger,8.29,NER"
Montserrat,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0",,,,,,,"Niue,0.01,NIU"
Morocco,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0",,,,,,,"Northern Mariana Islands,1.23,MNP"
Mozambique,0,"0,0,0,0,0,0,0,0,0,5,0,0,42,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,16,9,0,0,0,6,10,0,0,19,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,4,5,0,0,39,0,0,4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0",,,,,,,"Norway,511.60,NOR"
